Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Direct In
High Voltage:	1000
Conversion Gain:	1024
Coarse Gain:	2
Fine Gain:	1
Upper Discriminator:	2
Lower Discriminator:	0
Calibration Coefficients:	1.3809503248807016E-7	0.002617851251796249	0.040505948341132816
Calibration Channels:	383	639	200
Calibration Energies:	1.0634	1.7697	0.5696
Elapsed Real Time:	288.41
Elapsed Live Time:	286.75
Start Time:	April 23, 2019, 03:52:04
End Time:	April 23, 2019, 03:56:52
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid


Channel Data:
Channel	Energy	Counts
0	0.040505948341132816	0
1	0.04312393768796155	0
2	0.04574220322485527	0
3	0.04836074495181396	0
4	0.05097956286883762	0
5	0.053598656975926265	0
6	0.05621802727307988	0
7	0.05883767376029847	1
8	0.06145759643758204	0
9	0.06407779530493059	1
10	0.0666982703623441	0
11	0.06931902160982262	0
12	0.07194004904736609	0
13	0.07456135267497455	0
14	0.07718293249264796	0
15	0.07980478850038636	0
16	0.08242692069818974	1
17	0.0850493290860581	239
18	0.08767201366399144	769
19	0.09029497443198974	827
20	0.09291821139005302	833
21	0.09554172453818129	817
22	0.09816551387637451	820
23	0.10078957940463273	818
24	0.10341392112295593	844
25	0.10603853903134408	836
26	0.10866343312979723	848
27	0.11128860341831534	817
28	0.11391404989689843	845
29	0.1165397725655465	787
30	0.11916577142425955	781
31	0.12179204647303755	738
32	0.12441859771188056	742
33	0.12704542514078854	716
34	0.12967252875976149	760
35	0.13229990856879942	705
36	0.1349275645679023	703
37	0.13755549675707018	676
38	0.14018370513630304	697
39	0.1428121897056009	666
40	0.1454409504649637	732
41	0.14806998741439148	683
42	0.15069930055388422	896
43	0.15332888988344195	3434
44	0.15595875540306467	951
45	0.15858889711275237	598
46	0.16121931501250503	609
47	0.16385000910232267	557
48	0.1664809793822053	583
49	0.16911222585215285	616
50	0.17174374851216545	659
51	0.17437554736224298	674
52	0.1770076224023855	616
53	0.179639973632593	674
54	0.18227260105286547	663
55	0.18490550466320294	651
56	0.18753868446360533	672
57	0.19017214045407277	620
58	0.19280587263460508	629
59	0.1954398810052025	653
60	0.19807416556586482	566
61	0.2007087263165921	540
62	0.2033435632573844	567
63	0.20597867638824163	587
64	0.20861406570916385	605
65	0.21124973122015112	552
66	0.2138856729212033	566
67	0.21652189081232043	573
68	0.2191583848935026	589
69	0.22179515516474968	616
70	0.2244322016260618	656
71	0.22706952427743882	639
72	0.22970712311888086	660
73	0.2323449981503879	659
74	0.2349831493719599	605
75	0.2376215767835969	682
76	0.24026028038529879	618
77	0.24289926017706576	638
78	0.24553851615889766	645
79	0.24817804833079454	631
80	0.25081785669275636	637
81	0.2534579412447832	592
82	0.256098301986875	637
83	0.25873893891903177	642
84	0.2613798520412535	577
85	0.26402104135354026	600
86	0.266662506855892	563
87	0.26930424854830864	497
88	0.27194626643079034	485
89	0.27458856050333696	461
90	0.2772311307659486	400
91	0.27987397721862517	460
92	0.28251709986136675	443
93	0.28516049869417326	378
94	0.28780417371704475	453
95	0.2904481249299813	394
96	0.29309235233298275	391
97	0.29573685592604915	357
98	0.2983816357091806	371
99	0.301026691682377	396
100	0.3036720238456384	364
101	0.30631763219896474	366
102	0.30896351674235606	328
103	0.31160967747581236	348
104	0.31425611439933365	350
105	0.3169028275129199	315
106	0.31954981681657113	324
107	0.3221970823102873	321
108	0.3248446239940685	306
109	0.3274924418679147	291
110	0.3301405359318258	286
111	0.3327889061858019	282
112	0.33543755262984304	287
113	0.3380864752639491	289
114	0.34073567408812017	308
115	0.3433851491023561	306
116	0.3460349003066571	304
117	0.3486849277010231	269
118	0.351335231285454	261
119	0.35398581105995	292
120	0.35663666702451086	274
121	0.3592877991791368	277
122	0.36193920752382763	377
123	0.36459089205858347	301
124	0.3672428527834042	306
125	0.36989508969829	268
126	0.37254760280324073	294
127	0.37520039209825645	294
128	0.3778534575833372	279
129	0.3805067992584829	257
130	0.38316041712369353	273
131	0.3858143111789692	254
132	0.3884684814243098	241
133	0.39112292785971536	303
134	0.3937776504851859	302
135	0.3964326493007215	285
136	0.399087924306322	254
137	0.40174347550198747	275
138	0.40439930288771797	282
139	0.4070554064635134	266
140	0.4097117862293738	233
141	0.4123684421852992	301
142	0.41502537433128955	262
143	0.4176825826673449	275
144	0.4203400671934652	1201
145	0.42299782790965057	3428
146	0.42565586481590084	383
147	0.4283141779122161	260
148	0.43097276719859634	268
149	0.4336316326750415	245
150	0.4362907743415517	271
151	0.4389501921981268	247
152	0.441609886244767	267
153	0.4442698564814721	235
154	0.4469301029082422	245
155	0.4495906255250772	277
156	0.4522514243319773	244
157	0.45491249932894234	250
158	0.4575738505159723	232
159	0.4602354778930673	241
160	0.4628973814602272	236
161	0.4655595612174521	270
162	0.468222017164742	275
163	0.4708847493020969	243
164	0.47354775762951673	241
165	0.47621104214700155	242
166	0.47887460285455136	218
167	0.48153843975216615	260
168	0.4842025528398459	225
169	0.48686694211759063	253
170	0.4895316075854003	275
171	0.492196549243275	261
172	0.49486176709121465	243
173	0.4975272611292193	276
174	0.500193031357289	255
175	0.5028590777754235	226
176	0.5055254003836231	239
177	0.5081919991818876	240
178	0.5108588741702171	236
179	0.5135260253486116	237
180	0.5161934527170711	231
181	0.5188611562755955	244
182	0.5215291360241849	235
183	0.5241973919628393	238
184	0.5268659240915587	243
185	0.5295347324103431	235
186	0.5322038169191924	243
187	0.5348731776181067	259
188	0.537542814507086	257
189	0.5402127275861301	238
190	0.5428829168552395	258
